id_department,department_name,terrain_area,old_antenna,new_antenna_type
27,Santander,1948800,26,d
6,Boyaca,1774000,26,d
24,Quindio,1018600,0,e
15,Guainia,1952600,4,b
17,Huila,1572600,11,a
13,Cordoba,396400,16,b
7,Caldas,976600,5,d
3,Arauca,929600,20,b
27,Santander,1463000,3,b
13,Cordoba,1009200,25,a
24,Quindio,1492600,5,a
4,Atlantico,301800,28,a
24,Quindio,634200,5,c
12,Choco,1318400,2,d
23,Putumayo,191000,7,b
30,Valle del Cauca,489600,10,c
21,Narino,261000,28,c
29,Tolima,446200,1,b
13,Cordoba,1305800,22,d
22,Norte de Santander,1907600,16,b
11,Cesar,1516400,2,c
22,Norte de Santander,1047800,20,d
13,Cordoba,320200,25,b
26,San Andres y Providencia,1856200,14,d
24,Quindio,1044600,1,b
19,Magdalena,387400,30,b
4,Atlantico,1054000,2,b
17,Huila,1038400,21,d
4,Atlantico,1875800,0,d
27,Santander,1900800,29,a
32,Vichada,665600,22,a
23,Putumayo,1392800,29,e
14,Cundinamarca,1641200,12,d
14,Cundinamarca,30600,7,a
6,Boyaca,1834200,10,d
11,Cesar,1647600,2,d
24,Quindio,341200,5,e
5,Bolivar,1381800,16,c
19,Magdalena,224400,19,a
20,Meta,1466200,6,d
26,San Andres y Providencia,1355400,27,c
21,Narino,1627800,20,e
4,Atlantico,1823800,2,b
21,Narino,35000,14,d
1,Amazonas,1890200,9,a
16,Guaviare,764000,14,e
22,Norte de Santander,369800,21,b
19,Magdalena,322000,19,c
23,Putumayo,959200,30,a
19,Magdalena,701600,6,c
27,Santander,1226600,18,d
24,Quindio,121200,10,b
3,Arauca,279800,15,e
23,Putumayo,1933200,28,a
11,Cesar,474600,7,d
3,Arauca,1940600,15,d
9,Casanare,716400,26,e
23,Putumayo,1243000,5,d
29,Tolima,10600,24,b
5,Bolivar,977800,13,e
11,Cesar,968600,0,e
12,Choco,1225200,14,a
1,Amazonas,458000,3,a
20,Meta,1521600,19,c
10,Cauca,528600,16,e
24,Quindio,74200,16,b
26,San Andres y Providencia,410600,1,d
16,Guaviare,645800,17,d
22,Norte de Santander,742200,1,e
3,Arauca,1800800,4,c
16,Guaviare,1971800,4,b
2,Antioquia,991600,21,c
20,Meta,561800,24,b
24,Quindio,406600,20,d
15,Guainia,1583400,30,e
7,Caldas,822200,24,a
4,Atlantico,578200,22,b
4,Atlantico,300200,16,a
15,Guainia,92000,5,e
7,Caldas,697800,6,c
6,Boyaca,947600,8,e
3,Arauca,338600,21,a
15,Guainia,1432800,10,c
15,Guainia,1701400,3,e
10,Cauca,1077200,12,c
16,Guaviare,489800,7,a
11,Cesar,1762200,9,c
7,Caldas,627400,4,c
26,San Andres y Providencia,1156000,24,a
18,La Guajira,588000,28,b
9,Casanare,1931200,9,a
17,Huila,875800,10,c
15,Guainia,549400,26,c
15,Guainia,449400,0,d
20,Meta,1427200,21,e
17,Huila,1030200,6,c
16,Guaviare,1848200,4,a
16,Guaviare,1228000,17,c
32,Vichada,1228200,12,b
27,Santander,1824800,12,b
11,Cesar,1445200,15,c
30,Valle del Cauca,530800,5,e
12,Choco,1414000,9,d
12,Choco,1131800,22,e
8,Caqueta,354400,4,a
2,Antioquia,1082000,18,d
8,Caqueta,971800,20,c
31,Vaupes,221800,26,b
24,Quindio,355200,18,b
17,Huila,1055800,26,c
4,Atlantico,500000,26,a
23,Putumayo,374400,30,a
21,Narino,567200,25,b
4,Atlantico,1544200,6,b
14,Cundinamarca,708400,19,b
1,Amazonas,594200,5,d
6,Boyaca,68800,26,c
32,Vichada,1531800,16,e
5,Bolivar,240000,4,d
3,Arauca,1695600,2,c
32,Vichada,1823800,9,c
8,Caqueta,1001400,11,b
8,Caqueta,1262800,25,e
21,Narino,1855800,10,b
4,Atlantico,112400,16,e
19,Magdalena,1329000,14,e
7,Caldas,931000,9,b
14,Cundinamarca,566400,10,c
4,Atlantico,1025000,11,c
3,Arauca,1977600,19,d
27,Santander,1932800,10,a
14,Cundinamarca,1509400,6,e
14,Cundinamarca,1331400,16,e
22,Norte de Santander,295600,27,b
16,Guaviare,1444800,1,a
22,Norte de Santander,685800,3,c
9,Casanare,1889600,13,c
27,Santander,1501200,22,a
18,La Guajira,1885600,2,b
21,Narino,890400,26,c
12,Choco,230200,20,a
16,Guaviare,535600,25,a
28,Sucre,1522000,11,d
16,Guaviare,1669200,13,b
9,Casanare,281200,0,d
14,Cundinamarca,1860000,5,e
22,Norte de Santander,1339000,22,d
2,Antioquia,1943800,28,b
16,Guaviare,1835200,10,a
5,Bolivar,673200,30,b
9,Casanare,1495000,4,a
16,Guaviare,353200,30,b
6,Boyaca,1667400,30,a
2,Antioquia,272400,5,e
9,Casanare,435600,22,e
15,Guainia,78200,14,d
3,Arauca,1470400,16,e
14,Cundinamarca,1054800,6,d
31,Vaupes,201000,25,c
25,Risaralda,1115600,6,b
20,Meta,1567000,6,b
18,La Guajira,1595200,21,c
16,Guaviare,848800,6,e
13,Cordoba,445800,12,e
7,Caldas,1155600,20,a
16,Guaviare,902200,25,e
15,Guainia,1313600,11,d
12,Choco,701800,0,b
15,Guainia,1228000,1,d
14,Cundinamarca,743200,20,c
3,Arauca,661200,11,e
30,Valle del Cauca,767000,22,e
27,Santander,1460400,12,a
3,Arauca,1711200,25,a
4,Atlantico,9800,28,d
30,Valle del Cauca,1867400,10,c
24,Quindio,811400,4,e
19,Magdalena,1761600,17,d
13,Cordoba,707600,9,d
2,Antioquia,1305200,14,c
16,Guaviare,424600,12,d
28,Sucre,1383400,1,a
31,Vaupes,1793800,26,a
10,Cauca,470400,29,b
26,San Andres y Providencia,1636200,30,b
20,Meta,472000,11,b
26,San Andres y Providencia,179400,30,d
31,Vaupes,1451600,22,e
23,Putumayo,1049600,17,a
9,Casanare,1913600,1,a
5,Bolivar,1228600,26,d
31,Vaupes,863400,14,a
16,Guaviare,614200,15,d
32,Vichada,290600,19,e
9,Casanare,11400,0,d
11,Cesar,1087600,7,d
26,San Andres y Providencia,1712800,30,a
21,Narino,1214400,7,b
32,Vichada,167200,15,a
14,Cundinamarca,927800,22,c
30,Valle del Cauca,1611400,28,c
32,Vichada,793000,16,a
31,Vaupes,1870400,4,a
7,Caldas,362800,15,c
25,Risaralda,731400,6,b
5,Bolivar,1715000,27,e
21,Narino,717800,16,d
14,Cundinamarca,1907600,2,c
29,Tolima,1678800,12,a
14,Cundinamarca,1323000,4,c
15,Guainia,1899800,4,c
15,Guainia,28400,24,e
28,Sucre,1387800,17,e
9,Casanare,1776400,25,c
27,Santander,1978600,0,a
4,Atlantico,968600,24,b
18,La Guajira,784400,30,a
15,Guainia,10400,18,c
30,Valle del Cauca,1670600,1,c
14,Cundinamarca,678200,5,d
30,Valle del Cauca,1849000,5,c
28,Sucre,520400,29,d
16,Guaviare,1620400,18,e
12,Choco,1589800,3,d
16,Guaviare,1384600,4,e
10,Cauca,1939200,2,d
20,Meta,1325600,13,b
14,Cundinamarca,354000,7,a
19,Magdalena,315000,8,d
21,Narino,1026200,2,d
6,Boyaca,1172600,30,d
27,Santander,1058800,26,e
9,Casanare,1003000,22,d
11,Cesar,467600,9,e
19,Magdalena,760200,30,e
8,Caqueta,531400,2,e
31,Vaupes,639600,3,d
26,San Andres y Providencia,1896800,25,b
10,Cauca,592200,7,e
15,Guainia,1469200,5,a
3,Arauca,792200,5,d
5,Bolivar,1292000,30,d
13,Cordoba,1077400,26,e
25,Risaralda,260200,11,c
9,Casanare,726600,10,e
16,Guaviare,688200,19,d
12,Choco,1079600,22,b
6,Boyaca,518400,29,c
21,Narino,147000,30,e
8,Caqueta,552400,14,a
13,Cordoba,1395000,2,b
11,Cesar,241600,9,e
25,Risaralda,1627400,28,e
30,Valle del Cauca,903000,0,a
29,Tolima,1568600,27,d
24,Quindio,285000,20,d
4,Atlantico,402000,26,a
5,Bolivar,1319200,16,b
18,La Guajira,1013600,18,b
20,Meta,1816200,21,e
13,Cordoba,861800,19,c
31,Vaupes,1788800,25,b
21,Narino,1724800,12,d
29,Tolima,953400,17,e
32,Vichada,1550800,6,b
31,Vaupes,1945000,3,b
11,Cesar,99000,10,d
5,Bolivar,669400,2,b
28,Sucre,54000,0,a
5,Bolivar,796000,27,e
16,Guaviare,77000,7,b
16,Guaviare,1631200,15,d
19,Magdalena,941200,2,c
11,Cesar,952600,12,a
13,Cordoba,858600,15,a
11,Cesar,648600,16,d
13,Cordoba,1447800,5,c
31,Vaupes,1259200,2,a
16,Guaviare,135200,16,d
12,Choco,1877200,9,e
12,Choco,248800,5,e
17,Huila,1847200,20,d
11,Cesar,836200,28,a
24,Quindio,1726200,15,a
6,Boyaca,540600,3,b
29,Tolima,1754600,17,b
10,Cauca,1951200,10,b
14,Cundinamarca,1333800,10,d
13,Cordoba,1061200,15,c
32,Vichada,135200,7,a
5,Bolivar,1270600,20,a
4,Atlantico,809800,4,b
17,Huila,298200,21,b
28,Sucre,465400,10,c
30,Valle del Cauca,1952400,21,b
26,San Andres y Providencia,1015200,11,b
31,Vaupes,823000,30,d
12,Choco,1529000,13,c
29,Tolima,1740400,18,d
22,Norte de Santander,1329400,9,a
29,Tolima,1178000,2,c
13,Cordoba,1198800,3,a
23,Putumayo,802000,29,b
22,Norte de Santander,554000,2,e
28,Sucre,273800,19,d
12,Choco,1167200,6,c
1,Amazonas,533400,16,a
16,Guaviare,1755000,15,a
31,Vaupes,232800,20,d
7,Caldas,992400,12,a
14,Cundinamarca,88200,13,e
14,Cundinamarca,1018200,26,e
29,Tolima,205000,18,c
21,Narino,1103600,8,c
32,Vichada,853800,19,b
13,Cordoba,1105000,8,a
32,Vichada,1421400,10,a
25,Risaralda,272200,11,b
14,Cundinamarca,1718000,25,a
11,Cesar,590800,20,a
22,Norte de Santander,267200,2,a
30,Valle del Cauca,655800,15,b
8,Caqueta,1659600,17,a
19,Magdalena,1092200,21,a
12,Choco,77400,28,d
5,Bolivar,384800,10,e
20,Meta,1043200,9,d
25,Risaralda,5400,4,a
28,Sucre,1878400,15,c
3,Arauca,1283800,12,b
17,Huila,811000,4,b
4,Atlantico,170800,21,b
32,Vichada,1901600,23,b
20,Meta,456800,16,e
19,Magdalena,229600,16,d
29,Tolima,849400,13,b
1,Amazonas,1852000,2,e
27,Santander,182000,11,e
7,Caldas,1899000,8,b
23,Putumayo,1723400,2,a
9,Casanare,471200,12,c
17,Huila,1698800,6,c
16,Guaviare,355200,29,e
5,Bolivar,469400,0,b
6,Boyaca,1632800,25,d
13,Cordoba,1619600,0,b
16,Guaviare,1425200,4,e
17,Huila,1959600,19,e
17,Huila,47200,27,c
16,Guaviare,1801600,22,c
19,Magdalena,679800,0,d
19,Magdalena,1085800,21,d
24,Quindio,712400,9,c
8,Caqueta,1346400,21,e
27,Santander,1673000,8,b
2,Antioquia,72400,0,d
22,Norte de Santander,443400,28,a
32,Vichada,534600,9,c
7,Caldas,461200,15,d
4,Atlantico,603200,29,b
5,Bolivar,869000,30,b
26,San Andres y Providencia,198000,2,d
30,Valle del Cauca,1494800,6,c
27,Santander,1425200,23,c
16,Guaviare,895600,10,e
20,Meta,1335600,18,e
9,Casanare,585200,24,a
26,San Andres y Providencia,1937000,15,c
28,Sucre,1362400,21,a
14,Cundinamarca,1817200,30,a
4,Atlantico,1854000,29,b
7,Caldas,401200,28,b
9,Casanare,1231000,20,e
16,Guaviare,547400,14,b
20,Meta,1502200,14,b
19,Magdalena,1118600,8,d
32,Vichada,599600,22,c
32,Vichada,981800,11,a
4,Atlantico,1441600,21,d
4,Atlantico,932800,3,c
21,Narino,1143800,12,e
25,Risaralda,1382400,20,e
14,Cundinamarca,1409000,11,e
19,Magdalena,226600,19,d
10,Cauca,905200,18,a
18,La Guajira,1131600,23,d
16,Guaviare,34400,23,c
8,Caqueta,1231000,25,c
4,Atlantico,910400,4,e
29,Tolima,1634000,23,d
22,Norte de Santander,1570400,29,b
4,Atlantico,674400,8,b
5,Bolivar,1532800,16,b
15,Guainia,658400,4,c
1,Amazonas,269400,15,c
21,Narino,1631600,18,b
25,Risaralda,563400,29,b
10,Cauca,1142400,30,d
5,Bolivar,644000,15,e
9,Casanare,1323200,1,e
18,La Guajira,1074400,14,a
7,Caldas,171800,22,d
16,Guaviare,1088000,12,a
12,Choco,600800,24,c
18,La Guajira,1319000,14,e
16,Guaviare,553400,8,e
29,Tolima,1260000,5,b
14,Cundinamarca,861800,30,c
5,Bolivar,954800,23,a
9,Casanare,583600,8,c
31,Vaupes,844000,8,a
10,Cauca,1713600,20,d
14,Cundinamarca,1595600,5,e
1,Amazonas,740400,17,e
23,Putumayo,347400,17,a
4,Atlantico,537800,27,a
6,Boyaca,900400,16,d
29,Tolima,161600,3,e
20,Meta,697800,25,a
4,Atlantico,692200,27,a
30,Valle del Cauca,720400,4,d
29,Tolima,1300600,4,a
8,Caqueta,1006800,1,a
27,Santander,1412000,1,c
2,Antioquia,563400,24,a
23,Putumayo,1227800,22,b
2,Antioquia,288800,12,d
12,Choco,213000,26,c
8,Caqueta,694200,18,c
17,Huila,975600,16,e
31,Vaupes,65800,29,a
31,Vaupes,1442400,19,c
5,Bolivar,93000,4,d
13,Cordoba,124600,4,a
28,Sucre,1302000,17,b
1,Amazonas,1438000,9,e
21,Narino,16000,11,b
2,Antioquia,389400,6,e
29,Tolima,819000,16,d
31,Vaupes,216200,10,e
25,Risaralda,1038400,1,a
1,Amazonas,1268000,30,d
9,Casanare,965600,6,e
28,Sucre,1174400,25,b
1,Amazonas,1756400,16,a
26,San Andres y Providencia,330000,27,c
9,Casanare,652200,8,c
2,Antioquia,1363000,21,d
4,Atlantico,1056400,13,b
22,Norte de Santander,1072800,29,e
31,Vaupes,744800,27,e
12,Choco,415800,26,d
17,Huila,1580600,15,c
8,Caqueta,1951600,22,d
18,La Guajira,730400,3,c
4,Atlantico,1368400,4,b
4,Atlantico,435600,4,c
5,Bolivar,1998800,26,c
8,Caqueta,1369200,10,e
13,Cordoba,200400,18,b
23,Putumayo,997800,30,a
9,Casanare,1984800,22,e
2,Antioquia,1381000,3,e
6,Boyaca,221400,7,d
28,Sucre,1983200,29,e
11,Cesar,586000,3,b
15,Guainia,1673200,16,e
10,Cauca,1495600,8,c
19,Magdalena,53800,18,a
16,Guaviare,294400,17,d
1,Amazonas,1320600,14,b
8,Caqueta,390600,22,d
24,Quindio,1215600,22,c
9,Casanare,1958200,30,b
27,Santander,1620400,10,d
8,Caqueta,381600,27,d
8,Caqueta,103800,27,e
12,Choco,1003200,5,e
11,Cesar,427400,11,e
6,Boyaca,846200,12,e
4,Atlantico,1009400,22,c
5,Bolivar,467600,16,b
20,Meta,282000,12,c
22,Norte de Santander,46800,21,b
28,Sucre,1151400,7,e
28,Sucre,460600,4,e
30,Valle del Cauca,1701000,11,d
4,Atlantico,1843600,13,b
32,Vichada,146000,29,b
24,Quindio,1358000,20,d
23,Putumayo,120000,26,b
21,Narino,1122600,26,d
26,San Andres y Providencia,1191600,2,a
1,Amazonas,1342800,21,e
2,Antioquia,228000,14,b
30,Valle del Cauca,468400,18,e
23,Putumayo,1184400,5,b
10,Cauca,674600,9,e
21,Narino,1957600,15,d
14,Cundinamarca,1389200,19,a
27,Santander,717400,17,b
14,Cundinamarca,11800,10,a
16,Guaviare,176800,26,e
27,Santander,148600,16,a
23,Putumayo,1709600,20,b
18,La Guajira,1780000,26,a
24,Quindio,1888800,30,c
8,Caqueta,1825400,18,d
6,Boyaca,467400,3,e
3,Arauca,1126400,0,d
23,Putumayo,473200,11,b
22,Norte de Santander,686000,28,a
26,San Andres y Providencia,432200,0,d
29,Tolima,882200,14,c
12,Choco,1198600,6,a
25,Risaralda,57000,21,b
32,Vichada,730000,1,b
12,Choco,203800,27,b
16,Guaviare,1063800,25,d
1,Amazonas,1623400,25,a
9,Casanare,1412400,24,e
22,Norte de Santander,1765000,26,a
23,Putumayo,286800,19,c
11,Cesar,416000,19,d
10,Cauca,678000,15,b
9,Casanare,1771800,17,b
5,Bolivar,27600,6,c
24,Quindio,648800,25,a
23,Putumayo,1112000,28,a
9,Casanare,1133200,16,d
31,Vaupes,58600,4,d
11,Cesar,490000,11,d
18,La Guajira,371200,14,e
15,Guainia,545000,2,e
18,La Guajira,464000,23,e
13,Cordoba,102200,30,a
21,Narino,75400,17,d
30,Valle del Cauca,456800,7,b
27,Santander,857000,16,a
5,Bolivar,26800,30,a
13,Cordoba,863400,14,d
31,Vaupes,1615400,29,b
21,Narino,812600,24,a
12,Choco,205400,5,e
19,Magdalena,1678000,3,b
17,Huila,914800,26,e
28,Sucre,1348400,27,e
13,Cordoba,1674600,15,d
15,Guainia,626000,12,d
6,Boyaca,154200,6,b
26,San Andres y Providencia,1837400,19,b
21,Narino,473600,5,a
9,Casanare,179200,18,e
16,Guaviare,1255400,28,b
2,Antioquia,1698000,4,b
20,Meta,184800,1,d
9,Casanare,1690600,23,e
31,Vaupes,1395400,13,b
23,Putumayo,162200,27,c
15,Guainia,1159400,13,d
4,Atlantico,214200,22,d
29,Tolima,14400,24,e
6,Boyaca,1959600,15,a
25,Risaralda,754200,6,a
17,Huila,987400,14,c
7,Caldas,1676400,13,b
25,Risaralda,453400,19,a
14,Cundinamarca,1803400,12,d
12,Choco,857200,12,d
19,Magdalena,804000,10,d
26,San Andres y Providencia,1238600,19,a
9,Casanare,295000,6,a
11,Cesar,162000,26,e
21,Narino,594200,17,a
2,Antioquia,496000,7,b
12,Choco,1875400,20,c
1,Amazonas,1153800,21,b
30,Valle del Cauca,1004600,15,a
29,Tolima,740400,4,c
18,La Guajira,217600,29,e
6,Boyaca,1116000,1,e
16,Guaviare,1734800,21,c
29,Tolima,1602400,10,c
7,Caldas,998400,1,a
2,Antioquia,1377800,6,e
25,Risaralda,96800,19,e
11,Cesar,1897600,4,d
31,Vaupes,1005600,30,b
1,Amazonas,798000,3,c
23,Putumayo,235200,19,e
27,Santander,207400,29,a
29,Tolima,1703200,10,d
16,Guaviare,1278200,27,e
12,Choco,593400,25,c
24,Quindio,124000,30,b
17,Huila,1132400,9,a
31,Vaupes,1254400,22,a
6,Boyaca,1288200,13,b
21,Narino,1194600,8,c
12,Choco,1399600,16,e
30,Valle del Cauca,602600,22,a
4,Atlantico,79400,19,e
9,Casanare,1752400,8,b
31,Vaupes,1203200,15,b
26,San Andres y Providencia,355600,12,a
28,Sucre,43400,17,a
28,Sucre,886600,28,c
17,Huila,801000,10,a
1,Amazonas,231200,16,a
15,Guainia,179000,9,e
17,Huila,1200800,25,a
8,Caqueta,669600,5,a
12,Choco,352800,13,e
9,Casanare,715000,28,a
19,Magdalena,1098200,23,b
17,Huila,44800,18,a
12,Choco,1685600,4,a
26,San Andres y Providencia,300000,20,d
13,Cordoba,819200,25,a
5,Bolivar,1812200,21,e
2,Antioquia,454600,9,b
13,Cordoba,548400,17,c
27,Santander,194400,6,b
14,Cundinamarca,223000,5,b
26,San Andres y Providencia,553800,2,d
10,Cauca,737200,15,a
24,Quindio,382000,14,e
3,Arauca,471400,6,b
6,Boyaca,1996200,28,a
30,Valle del Cauca,816400,24,d
4,Atlantico,1336400,2,d
1,Amazonas,301200,21,e
5,Bolivar,1744200,28,e
20,Meta,1968200,25,a
9,Casanare,1485600,23,d
26,San Andres y Providencia,1704000,13,b
29,Tolima,436800,20,e
4,Atlantico,156600,3,a
26,San Andres y Providencia,967000,18,c
20,Meta,1679200,14,c
23,Putumayo,1763000,2,b
12,Choco,1019800,29,d
23,Putumayo,671000,19,b
5,Bolivar,1740600,5,b
2,Antioquia,7000,27,d
4,Atlantico,1288600,0,a
22,Norte de Santander,1154400,26,a
31,Vaupes,799800,18,c
23,Putumayo,1197000,5,c
4,Atlantico,610000,26,e
30,Valle del Cauca,1975000,13,a
30,Valle del Cauca,1646600,8,a
15,Guainia,1709800,7,b
31,Vaupes,498200,14,b
12,Choco,1939600,3,d
9,Casanare,1429400,19,e
9,Casanare,1506200,18,b
8,Caqueta,116800,15,e
26,San Andres y Providencia,8200,26,c
23,Putumayo,1937800,10,c
11,Cesar,1868200,7,d
26,San Andres y Providencia,1060000,28,c
25,Risaralda,1753400,15,a
26,San Andres y Providencia,1217400,27,d
18,La Guajira,85000,30,b
29,Tolima,672600,25,e
29,Tolima,575800,20,a
15,Guainia,1562600,14,b
13,Cordoba,1454200,26,c
32,Vichada,1127600,18,e
25,Risaralda,1631200,13,a
27,Santander,1054600,20,b
2,Antioquia,1251600,29,b
27,Santander,88200,26,a
26,San Andres y Providencia,1634200,0,a
3,Arauca,1018000,17,e
26,San Andres y Providencia,1234200,29,d
21,Narino,647400,1,b
20,Meta,262600,14,e
22,Norte de Santander,1448600,13,e
14,Cundinamarca,1633800,0,e
5,Bolivar,9400,18,b
31,Vaupes,1193600,6,b
13,Cordoba,408000,0,e
9,Casanare,1048000,4,e
30,Valle del Cauca,1927000,18,a
30,Valle del Cauca,655600,3,b
20,Meta,1731400,21,c
20,Meta,1395200,8,c
7,Caldas,628200,15,c
32,Vichada,821400,6,d
29,Tolima,1456400,15,a
22,Norte de Santander,931600,3,a
27,Santander,489800,26,c
32,Vichada,393800,10,c
19,Magdalena,573000,26,e
13,Cordoba,1890200,11,b
25,Risaralda,1779600,7,e
8,Caqueta,962800,2,d
25,Risaralda,94600,9,c
31,Vaupes,1020000,18,b
31,Vaupes,1420000,27,d
23,Putumayo,426600,26,d
17,Huila,95000,11,b
24,Quindio,104000,11,e
22,Norte de Santander,554200,8,d
30,Valle del Cauca,1398800,26,c
25,Risaralda,1589800,14,c
14,Cundinamarca,1003000,23,c
26,San Andres y Providencia,1086400,4,e
21,Narino,1363800,21,b
14,Cundinamarca,177400,19,d
18,La Guajira,1863000,22,c
6,Boyaca,388600,20,a
32,Vichada,1513800,5,a
22,Norte de Santander,1645200,2,a
10,Cauca,105200,5,b
14,Cundinamarca,86000,2,c
24,Quindio,1570200,21,c
17,Huila,1212800,13,c
32,Vichada,324200,19,d
19,Magdalena,733800,0,a
3,Arauca,1032800,21,a
9,Casanare,1900600,30,d
11,Cesar,1111800,16,e
27,Santander,335400,30,a
2,Antioquia,387600,27,e
25,Risaralda,1950200,18,c
25,Risaralda,990800,10,e
14,Cundinamarca,1696400,23,a
3,Arauca,735800,12,e
17,Huila,654600,3,d
15,Guainia,863600,21,b
22,Norte de Santander,1831400,24,d
10,Cauca,1234400,25,e
21,Narino,1859600,13,c
31,Vaupes,1170600,25,e
20,Meta,247400,29,c
12,Choco,205200,0,d
2,Antioquia,1148000,6,e
19,Magdalena,1546600,1,b
9,Casanare,1324800,15,c
28,Sucre,1475800,28,a
12,Choco,1985600,6,b
27,Santander,613400,22,c
2,Antioquia,1690000,17,a
13,Cordoba,793400,21,b
26,San Andres y Providencia,1611200,14,b
11,Cesar,269600,22,b
26,San Andres y Providencia,1579600,1,e
20,Meta,703400,23,b
19,Magdalena,1357400,1,b
3,Arauca,1505800,19,a
32,Vichada,284400,1,e
7,Caldas,1934000,14,b
28,Sucre,526200,25,c
24,Quindio,1609600,4,c
27,Santander,906200,25,e
10,Cauca,994000,29,e
9,Casanare,1156600,2,e
13,Cordoba,1353200,1,c
3,Arauca,724800,30,c
24,Quindio,997200,15,e
24,Quindio,1548000,23,e
27,Santander,374800,24,e
14,Cundinamarca,1271000,20,a
9,Casanare,1497600,1,d
14,Cundinamarca,63800,19,c
28,Sucre,494200,26,b
26,San Andres y Providencia,1084800,26,b
10,Cauca,1130400,19,c
21,Narino,906200,28,d
24,Quindio,921600,22,b
31,Vaupes,836600,28,c
2,Antioquia,417800,4,e
1,Amazonas,803400,6,d
27,Santander,520000,26,a
13,Cordoba,448800,11,d
29,Tolima,437200,22,c
12,Choco,1233000,19,b
29,Tolima,1472800,9,e
14,Cundinamarca,980000,12,b
30,Valle del Cauca,1729000,28,c
3,Arauca,1068400,9,a
18,La Guajira,1037000,1,a
22,Norte de Santander,1336200,18,a
10,Cauca,1832600,14,c
12,Choco,1607600,14,e
8,Caqueta,1665200,7,e
29,Tolima,707600,27,e
2,Antioquia,990600,5,b
18,La Guajira,400,3,c
28,Sucre,462200,8,e
27,Santander,734600,23,c
16,Guaviare,1595800,16,b
25,Risaralda,1993600,12,b
24,Quindio,708400,4,a
8,Caqueta,1493000,21,b
1,Amazonas,1438800,28,a
2,Antioquia,1851600,1,e
24,Quindio,1595200,12,c
10,Cauca,1160200,7,d
32,Vichada,1906600,12,e
30,Valle del Cauca,1309800,30,b
24,Quindio,703400,1,b
12,Choco,1964200,1,a
4,Atlantico,1187000,26,e
18,La Guajira,972400,27,b
18,La Guajira,578200,11,d
27,Santander,651800,25,c
32,Vichada,682800,26,d
21,Narino,1071200,23,e
6,Boyaca,368200,6,a
9,Casanare,441800,13,c
11,Cesar,1501200,27,b
27,Santander,706400,4,c
30,Valle del Cauca,281200,5,b
19,Magdalena,776600,27,e
31,Vaupes,1443400,17,e
10,Cauca,1222200,20,a
17,Huila,1044600,29,c
30,Valle del Cauca,146400,18,a
15,Guainia,1922000,8,e
26,San Andres y Providencia,1402800,18,a
30,Valle del Cauca,283400,9,b
29,Tolima,1069800,0,a
31,Vaupes,313400,0,a
12,Choco,1215400,5,a
29,Tolima,1435600,20,d
28,Sucre,362200,1,b
24,Quindio,1469000,28,c
14,Cundinamarca,596200,27,a
1,Amazonas,1217000,26,e
30,Valle del Cauca,998800,16,e
5,Bolivar,897400,12,d
15,Guainia,272600,5,a
32,Vichada,1828800,12,d
5,Bolivar,895000,5,c
2,Antioquia,256400,8,a
2,Antioquia,1790000,5,b
23,Putumayo,456600,20,b
30,Valle del Cauca,1937600,4,b
11,Cesar,1520400,5,b
12,Choco,844600,6,e
1,Amazonas,856200,11,e
26,San Andres y Providencia,1314600,15,c
23,Putumayo,1541400,0,b
26,San Andres y Providencia,58800,8,a
10,Cauca,1981400,18,d
9,Casanare,1742000,5,e
26,San Andres y Providencia,1682600,17,c
32,Vichada,1458000,27,e
31,Vaupes,813600,29,e
6,Boyaca,1597600,11,e
17,Huila,134200,5,e
15,Guainia,850000,1,e
10,Cauca,1921000,3,b
27,Santander,1814000,23,c
24,Quindio,35200,6,d
20,Meta,1572000,28,b
6,Boyaca,111000,2,e
24,Quindio,1008000,1,d
13,Cordoba,566000,30,b
25,Risaralda,204800,9,c
13,Cordoba,1720400,12,d
29,Tolima,999400,15,d
29,Tolima,1557200,19,d
17,Huila,634600,3,b
14,Cundinamarca,77000,19,c
18,La Guajira,944600,7,b
32,Vichada,422000,17,a
27,Santander,1239800,14,a
12,Choco,682000,29,c
17,Huila,471600,8,d
21,Narino,688400,15,c
8,Caqueta,1566800,14,e
3,Arauca,1413400,29,b
10,Cauca,617200,15,c
32,Vichada,1268400,22,a
14,Cundinamarca,494000,13,e
11,Cesar,275200,28,d
26,San Andres y Providencia,207400,30,c
32,Vichada,1325000,14,e
3,Arauca,1560200,1,a
17,Huila,1476400,3,a
23,Putumayo,361000,5,d
22,Norte de Santander,134600,8,d
12,Choco,1844800,17,a
31,Vaupes,599000,19,c
29,Tolima,1041400,25,a
8,Caqueta,1238800,12,a
1,Amazonas,1937800,23,e
19,Magdalena,1284600,24,a
16,Guaviare,1813000,17,a
11,Cesar,265200,17,e
27,Santander,299600,4,e
18,La Guajira,1852600,10,c
5,Bolivar,1360200,22,c
20,Meta,540000,18,b
24,Quindio,110800,10,c
1,Amazonas,615600,16,a
8,Caqueta,17200,9,a
16,Guaviare,558200,15,b
32,Vichada,188400,11,b
28,Sucre,1586400,19,d
24,Quindio,145000,12,c
27,Santander,1323600,23,d
12,Choco,742600,29,d
29,Tolima,792000,12,d
8,Caqueta,1724400,13,b
23,Putumayo,33600,19,c
1,Amazonas,1744400,6,e
11,Cesar,1339400,4,c
6,Boyaca,600400,20,b
19,Magdalena,824000,19,c
20,Meta,1477800,6,a
